idx,artist_id,artist_name,genre_id,genre_name,style_id,style_name,width,height,image_mode,phash,duplicate_group,duplicate_group_size
66211,24,leonardo-da-vinci,6,portrait,8,Early_Renaissance,1382,1467,RGB,98aa766436dd2699,62,1
23143,0,Unknown Artist,7,religious_painting,4,Baroque,1382,1638,RGB,858f31f859316bc5,63,1
56644,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1592,RGB,d28f287475709ada,64,1
21678,67,tintoretto,6,portrait,13,Mannerism_Late_Renaissance,1842,1382,RGB,e03e3cd187b1315d,65,1
78698,0,Unknown Artist,10,Unknown Genre,4,Baroque,1382,1997,RGB,84e561ce5c31ab79,66,1
42514,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,4090,RGB,ea969289b5d87a58,67,1
56529,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,2856,1382,RGB,b5af50f04b070f4b,68,1
7222,25,albrecht-durer,8,sketch_and_study,17,Northern_Renaissance,1382,1596,RGB,9042d5edcab122fb,69,1
30058,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1842,1382,RGB,85be98691a6363c7,70,1
24412,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,2009,RGB,95566c9a59a1b6b8,71,1
46182,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1598,1382,RGB,8c55bcc863ceee30,72,1
23386,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,1696,RGB,d5633b9117426ccb,73,1
52497,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1794,RGB,98e3b698d98e464d,74,2
47146,83,joshua-reynolds,6,portrait,22,Rococo,1382,1761,RGB,bb2468f354e69698,75,1
51759,0,Unknown Artist,6,portrait,22,Rococo,1382,1839,RGB,9c5b6f31650eb861,76,1
4521,20,rembrandt,6,portrait,4,Baroque,1818,1382,RGB,bfa5ea4ad016d232,77,1
38746,0,Unknown Artist,6,portrait,22,Rococo,1382,1713,RGB,d8892766f93306cd,78,1
56453,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1815,RGB,d14f61929c782fd8,79,1
74002,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,1872,RGB,b0724cb96a728d4f,80,1
42572,0,Unknown Artist,4,landscape,4,Baroque,1923,1382,RGB,d0af2817f60a27d9,81,1
56031,117,hans-holbein-the-younger,7,religious_painting,17,Northern_Renaissance,1382,1401,RGB,a711504e4e3b6ee9,82,1
56610,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1791,1382,RGB,9b92f48dc5a4cc1d,83,1
28374,0,Unknown Artist,6,portrait,22,Rococo,1382,1771,RGB,8df9664331ccc993,84,1
40505,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1933,RGB,d12c49f2b7015e2f,85,1
55984,87,michelangelo,7,religious_painting,11,High_Renaissance,2366,1382,RGB,d88927766b36d078,86,1
21218,0,Unknown Artist,6,portrait,11,High_Renaissance,1382,1900,RGB,935a6c2365c59a97,87,1
17976,25,albrecht-durer,8,sketch_and_study,17,Northern_Renaissance,1382,1904,RGB,ed9222ed920f843f,88,1
74095,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1382,1753,RGB,faba446dc5939990,89,1
7807,25,albrecht-durer,8,sketch_and_study,17,Northern_Renaissance,1908,1382,RGB,81be92d9064b4dbe,90,1
3011,20,rembrandt,6,portrait,4,Baroque,1382,1857,RGB,8cb073738e354d99,91,1
56970,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1381,1406,RGB,fca96f1a0355d4a1,92,1
25807,0,Unknown Artist,6,portrait,22,Rococo,1382,2036,RGB,c98a15366937668f,93,1
56460,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1771,RGB,f1c0de0cb4316e3d,94,1
39088,0,Unknown Artist,2,genre_painting,4,Baroque,1658,1382,RGB,c7c7658c313fc039,95,1
64952,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1732,RGB,ceccbb33b54d8430,96,1
80106,0,Unknown Artist,10,Unknown Genre,22,Rococo,1879,1382,RGB,c71865379c6112fd,97,1
31729,0,Unknown Artist,4,landscape,4,Baroque,1859,1382,RGB,96a94ed6b5499926,98,1
8111,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,2084,RGB,beeea90c71a1d0b8,99,1
69585,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,1838,RGB,88dae72f94357648,100,1
62243,0,Unknown Artist,8,sketch_and_study,22,Rococo,1382,2198,RGB,a4e63639936166dc,101,1
34787,83,joshua-reynolds,6,portrait,22,Rococo,1760,1382,RGB,94ec6d3365887a33,102,1
17667,20,rembrandt,6,portrait,4,Baroque,1381,1472,RGB,e4c24b17b5a5ce4a,103,1
19141,0,Unknown Artist,6,portrait,11,High_Renaissance,1382,1710,RGB,dccc6063b637071b,104,1
53175,0,Unknown Artist,2,genre_painting,4,Baroque,2075,1382,RGB,ab7e1cd3a4299a68,105,1
56983,77,titian,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1749,RGB,cfcf3838c662313a,106,1
73977,0,Unknown Artist,10,Unknown Genre,4,Baroque,2263,1382,RGB,9d94626b9054e57b,107,1
49437,0,Unknown Artist,6,portrait,22,Rococo,1382,1775,RGB,c8193666b3730de9,108,1
40473,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1382,1817,RGB,9ae12d1f765c13a4,109,1
28884,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1382,3078,RGB,c4961b196b79e163,110,1
43987,0,Unknown Artist,7,religious_painting,22,Rococo,1382,2068,RGB,dac025bc4e2fb2ca,111,1
64076,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,2679,RGB,d16d1f6660b20fc9,112,1
61963,0,Unknown Artist,8,sketch_and_study,4,Baroque,1382,1890,RGB,bbcb8437491ea6e0,113,1
51697,0,Unknown Artist,2,genre_painting,22,Rococo,1988,1382,RGB,d16e4a3036176b1f,114,1
49582,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,1382,2404,RGB,c1d151971a1e1ecf,115,1
52327,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,3204,1382,RGB,fac4c1176c5b8678,116,1
28150,61,bartolome-esteban-murillo,7,religious_painting,4,Baroque,2073,1382,RGB,eac7853c947994e8,117,1
42555,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1937,1382,RGB,c1a616d6fa8871d9,118,1
10070,25,albrecht-durer,6,portrait,17,Northern_Renaissance,1382,1939,RGB,ca6a17b575521297,119,1
41181,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1714,RGB,88ee7191d1788ea7,120,1
46164,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1876,RGB,9b0507b3307f99e8,121,1
35403,110,joseph-wright,6,portrait,22,Rococo,1382,1765,RGB,90e61fb36825cf49,122,1
51930,23,hieronymus-bosch,7,religious_painting,17,Northern_Renaissance,1382,1713,RGB,80723fc32d593f23,123,1
49917,23,hieronymus-bosch,7,religious_painting,17,Northern_Renaissance,1382,4295,RGB,e4919cc36ab84e73,124,1
75499,0,Unknown Artist,10,Unknown Genre,22,Rococo,1382,1625,RGB,8d8e736166346967,125,1
24590,29,lucas-cranach-the-elder,7,religious_painting,17,Northern_Renaissance,1520,1382,RGB,9ec4804bde66e566,126,1
78617,0,Unknown Artist,10,Unknown Genre,4,Baroque,1382,1897,RGB,cc9f333028ccf363,127,1
24755,0,Unknown Artist,2,genre_painting,4,Baroque,2068,1382,RGB,c0e1be7e5ec00c3b,128,1
70404,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1382,1881,RGB,a8e5b55acf64870c,129,1
51928,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1743,RGB,80db9e78c7648f61,130,1
25932,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1677,RGB,d023236c6dc93fd4,131,1
56683,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,2162,RGB,acd197444db17356,132,1
37471,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1656,RGB,ea891e76c50c9d1e,133,1
25872,0,Unknown Artist,9,still_life,22,Rococo,1687,1382,RGB,d994677308b536c9,134,1
44400,103,hans-memling,6,portrait,17,Northern_Renaissance,1382,2154,RGB,9d48b3326c96ec99,135,1
56819,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1822,RGB,dc780f2681fb790c,136,1
25982,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1659,RGB,cc8c71663373c633,137,1
65804,77,titian,6,portrait,13,Mannerism_Late_Renaissance,1382,1785,RGB,d48649e9360e8cfb,138,1
32748,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1799,RGB,e77ab8458726946a,139,1
18117,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1788,RGB,fc210b621b346b5f,140,1
56897,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,2040,RGB,abd83ca1e6e4f190,141,1
62308,87,michelangelo,8,sketch_and_study,11,High_Renaissance,1619,1381,RGB,d05e99266e1bd2e4,142,1
75641,0,Unknown Artist,10,Unknown Genre,22,Rococo,1735,1382,RGB,9db52297c940de35,143,1
37517,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1961,RGB,e14f1e341f3097c9,144,1
45947,126,thomas-gainsborough,6,portrait,22,Rococo,1736,1382,RGB,b0bfcdd20d91b01b,145,1
32261,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,3838,1382,RGB,d7183bbb1cc884f8,146,1
25896,126,thomas-gainsborough,6,portrait,22,Rococo,1381,1721,RGB,c1dc36629e3b38c9,147,1
51574,24,leonardo-da-vinci,8,sketch_and_study,11,High_Renaissance,1816,1382,RGB,e3db94ed3150c594,148,1
55134,0,Unknown Artist,2,genre_painting,22,Rococo,1680,1382,RGB,cc313bcca04fb2dc,149,1
46288,77,titian,6,portrait,13,Mannerism_Late_Renaissance,1382,1752,RGB,8d738ce32e35c2a5,150,1
45077,114,anthony-van-dyck,6,portrait,4,Baroque,1382,1690,RGB,a5ad685a7071c3ce,151,1
21917,0,Unknown Artist,6,portrait,22,Rococo,1382,1758,RGB,c63df221bb1831ce,152,1
27847,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,2703,1382,RGB,aff0e4c0c3d39686,153,1
29811,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,2634,RGB,b5815bb6282f296b,154,1
63132,0,Unknown Artist,6,portrait,22,Rococo,1382,1684,RGB,ae6ce1b39131c6c6,155,1
65935,83,joshua-reynolds,6,portrait,22,Rococo,1382,1791,RGB,983f60d72b58659c,156,1
35510,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,1389,1382,RGB,e8e30b38cac7c49e,157,1
7162,20,rembrandt,6,portrait,4,Baroque,1382,1661,RGB,eeccb1339166c68c,158,1
41631,0,Unknown Artist,6,portrait,4,Baroque,1382,1877,RGB,9c6e63913348ccd7,159,1
27809,114,anthony-van-dyck,7,religious_painting,4,Baroque,1382,1593,RGB,c4b153192bc36eda,160,1
39513,0,Unknown Artist,8,sketch_and_study,22,Rococo,1382,2007,RGB,fcb6c3041bb9c6c1,161,1
19342,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1382,1496,RGB,e2b72d69585287ca,162,1
49517,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1677,RGB,fef6f849434052e2,163,1
54043,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1625,RGB,c73eb8803346f837,164,1
46281,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1382,1382,RGB,af93f05c902ec6c9,165,1
26329,116,frans-hals,6,portrait,4,Baroque,1382,1612,RGB,b49af125ce6da132,166,1
28811,0,Unknown Artist,1,cityscape,22,Rococo,1764,1382,RGB,80c0693f2e6b5bce,167,1
13294,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1858,1382,RGB,e91696db6361b078,168,1
46933,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,2146,1382,RGB,a19e1fc1963bac1c,169,1
62153,24,leonardo-da-vinci,8,sketch_and_study,11,High_Renaissance,1382,1477,RGB,e6b39352b16033a7,170,1
49571,77,titian,7,religious_painting,11,High_Renaissance,1382,3272,RGB,8d8c6073f371b991,171,1
73242,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,1776,RGB,a15f5e2110e1e73e,172,1
31431,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1630,RGB,cc2c36f060af93d3,173,1
33149,69,raphael,7,religious_painting,11,High_Renaissance,1382,1851,RGB,d2e6e901165dc9b5,174,1
37604,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1659,RGB,b487139a8f896a6e,175,1
56469,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,2050,1382,RGB,8494a9ab8dccd9f1,176,1
7269,25,albrecht-durer,6,portrait,17,Northern_Renaissance,1382,1862,RGB,e8cf3927243126b7,177,1
64667,0,Unknown Artist,6,portrait,8,Early_Renaissance,1382,1959,RGB,da162d693396644f,178,1
55779,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1896,RGB,a6b5d24dcd64c10f,179,1
55944,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,1877,RGB,8226bdf18dcff0a0,180,1
24904,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,1442,1382,RGB,c9063e3b49ec1b96,181,1
20407,0,Unknown Artist,2,genre_painting,4,Baroque,1381,1769,RGB,c72730ca4f343cda,182,1
65326,77,titian,6,portrait,11,High_Renaissance,1382,1633,RGB,8cdc0e2a6237735b,183,1
7434,20,rembrandt,2,genre_painting,4,Baroque,1382,2145,RGB,b3dc8ef3d028c12d,184,1
27103,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1990,RGB,dcddd16a663c062a,185,1
62128,24,leonardo-da-vinci,8,sketch_and_study,11,High_Renaissance,1382,1811,RGB,b0b0cd46a46fd3a6,186,1
47498,69,raphael,7,religious_painting,11,High_Renaissance,1382,1827,RGB,a41e33e977401ce7,187,1
55810,0,Unknown Artist,7,religious_painting,22,Rococo,1382,1868,RGB,d5a736ca4a35644e,188,1
56856,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,2445,1382,RGB,8021ff52dd487f58,189,1
37806,0,Unknown Artist,3,illustration,8,Early_Renaissance,1382,2139,RGB,ef8d989ec692b089,190,1
40078,67,tintoretto,6,portrait,13,Mannerism_Late_Renaissance,1382,1951,RGB,fcc2cc641f333133,191,1
6694,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,2340,RGB,e6b342a669788657,192,1
56826,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1677,RGB,950ab12d9af3ca1b,193,1
72810,0,Unknown Artist,10,Unknown Genre,4,Baroque,1573,1382,RGB,c2ab9e74d841c15f,194,1
56235,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1698,RGB,cacf2c3093cf8c39,195,1
72109,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1982,1382,RGB,f087725ecd6930c6,196,1
56727,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1575,1382,RGB,d7721a9d68f069a1,197,1
355,20,rembrandt,6,portrait,4,Baroque,1694,1382,RGB,e690cf0fa432936d,198,1
27990,0,Unknown Artist,8,sketch_and_study,8,Early_Renaissance,2026,1382,RGB,c5373a8f14ed408f,199,1
5166,25,albrecht-durer,8,sketch_and_study,17,Northern_Renaissance,1382,1762,RGB,b891c72ed8299eb2,200,1
24353,0,Unknown Artist,6,portrait,22,Rococo,1382,1679,RGB,86ec73923dc12dd1,201,1
22151,0,Unknown Artist,6,portrait,11,High_Renaissance,1382,1641,RGB,f5d4b45ada58d045,202,1
25317,0,Unknown Artist,2,genre_painting,11,High_Renaissance,1382,1699,RGB,9cdda22362ce8f86,203,1
20746,69,raphael,7,religious_painting,11,High_Renaissance,1382,1876,RGB,8ca4b1c6731b31bd,204,1
48900,24,leonardo-da-vinci,7,religious_painting,8,Early_Renaissance,6072,1382,RGB,81c9b17c8d0e3f33,205,1
63487,0,Unknown Artist,6,portrait,22,Rococo,1382,1755,RGB,8d9c63333031cbcf,206,1
30641,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1992,RGB,908ffa724364cbf0,207,1
70828,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,2106,RGB,90877711b1fce25c,208,1
78700,0,Unknown Artist,10,Unknown Genre,4,Baroque,1768,1382,RGB,c2831d5baf34668b,209,1
50311,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1473,RGB,96a839437894fbca,210,1
42388,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1616,RGB,94b76c3aa35cb609,211,1
41641,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1897,RGB,cdc8cacfad250b25,212,1
55339,0,Unknown Artist,2,genre_painting,13,Mannerism_Late_Renaissance,1617,1382,RGB,8221795cc75bf0ce,213,1
51180,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1753,RGB,99c962368f4998dd,214,1
55647,80,peter-paul-rubens,7,religious_painting,4,Baroque,1382,1869,RGB,f89f02fa1a413d1b,215,1
56579,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1381,2116,RGB,9e0d69702796627b,216,1
27680,0,Unknown Artist,7,religious_painting,4,Baroque,1382,2063,RGB,d3bc2c8317d4a4f2,217,1
23069,103,hans-memling,7,religious_painting,17,Northern_Renaissance,1382,2474,RGB,bb853472cd3aa938,218,1
65942,83,joshua-reynolds,6,portrait,22,Rococo,1382,1791,RGB,cc19663673673986,219,1
55758,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1399,1382,RGB,ba09b166e1f1c336,220,1
71002,0,Unknown Artist,10,Unknown Genre,4,Baroque,1382,1689,RGB,c7c5367e18193b61,221,1
33527,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1780,1382,RGB,d1909438f03dfb2d,222,1
47351,24,leonardo-da-vinci,8,sketch_and_study,8,Early_Renaissance,2407,1382,RGB,9b9dc646e0e2b1b1,223,1
48260,77,titian,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1809,RGB,83263c4fa4b14fce,224,2
25088,121,el-greco,6,portrait,13,Mannerism_Late_Renaissance,1382,1788,RGB,dc98616396b669c9,225,1
38283,24,leonardo-da-vinci,8,sketch_and_study,11,High_Renaissance,2069,1382,RGB,f64f30a89511576e,226,1
17979,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1959,RGB,bdd20c7e71493cd0,227,1
25458,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1922,RGB,fd83aa04a15bba35,228,1
44574,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1817,RGB,a6a413cbe993629b,229,1
70344,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,2030,RGB,88be72485fd3ac0e,230,1
28215,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1962,RGB,cd3f544031b8f8e6,231,1
27923,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1700,RGB,9698abadb0d4295b,232,1
55743,69,raphael,7,religious_painting,11,High_Renaissance,1382,1659,RGB,915a6aa71435e37c,233,1
28715,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1909,RGB,ccc65b3ed0d1e509,234,1
56030,0,Unknown Artist,7,religious_painting,4,Baroque,1382,2084,RGB,e4b29a33118fc6dc,235,1
75674,0,Unknown Artist,10,Unknown Genre,4,Baroque,1860,1382,RGB,99a3766c86d98d26,236,1
56275,87,michelangelo,7,religious_painting,11,High_Renaissance,2469,1382,RGB,c5cb4212692fbc5b,237,1
25940,87,michelangelo,8,sketch_and_study,11,High_Renaissance,1382,1980,RGB,e46719cb8e998798,238,1
54961,77,titian,2,genre_painting,11,High_Renaissance,1385,1382,RGB,9999a6e71b531865,239,1
58290,0,Unknown Artist,1,cityscape,13,Mannerism_Late_Renaissance,1856,1382,RGB,eca492c31fccf1c4,240,1
80517,0,Unknown Artist,10,Unknown Genre,8,Early_Renaissance,1382,2969,RGB,8c5875a6aa53e58d,241,1
38214,125,jacob-jordaens,7,religious_painting,4,Baroque,1382,2073,RGB,c3706cc7911eaf38,242,1
68273,0,Unknown Artist,10,Unknown Genre,4,Baroque,2179,1382,RGB,90ad277896a5639e,243,2
