idx,artist_id,artist_name,genre_id,genre_name,style_id,style_name,width,height,image_mode
51759,0,Unknown Artist,6,portrait,22,Rococo,1382,1839,RGB
4521,20,rembrandt,6,portrait,4,Baroque,1818,1382,RGB
38746,0,Unknown Artist,6,portrait,22,Rococo,1382,1713,RGB
56453,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1815,RGB
74002,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,1872,RGB
42572,0,Unknown Artist,4,landscape,4,Baroque,1923,1382,RGB
56031,117,hans-holbein-the-younger,7,religious_painting,17,Northern_Renaissance,1382,1401,RGB
56610,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1791,1382,RGB
28374,0,Unknown Artist,6,portrait,22,Rococo,1382,1771,RGB
40505,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1933,RGB
55984,87,michelangelo,7,religious_painting,11,High_Renaissance,2366,1382,RGB
21218,0,Unknown Artist,6,portrait,11,High_Renaissance,1382,1900,RGB
17976,25,albrecht-durer,8,sketch_and_study,17,Northern_Renaissance,1382,1904,RGB
74095,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1382,1753,RGB
7807,25,albrecht-durer,8,sketch_and_study,17,Northern_Renaissance,1908,1382,RGB
3011,20,rembrandt,6,portrait,4,Baroque,1382,1857,RGB
56970,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1381,1406,RGB
25807,0,Unknown Artist,6,portrait,22,Rococo,1382,2036,RGB
56460,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1771,RGB
39088,0,Unknown Artist,2,genre_painting,4,Baroque,1658,1382,RGB
64952,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1732,RGB
80106,0,Unknown Artist,10,Unknown Genre,22,Rococo,1879,1382,RGB
31729,0,Unknown Artist,4,landscape,4,Baroque,1859,1382,RGB
8111,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,2084,RGB
69585,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,1838,RGB
62243,0,Unknown Artist,8,sketch_and_study,22,Rococo,1382,2198,RGB
34787,83,joshua-reynolds,6,portrait,22,Rococo,1760,1382,RGB
17667,20,rembrandt,6,portrait,4,Baroque,1381,1472,RGB
19141,0,Unknown Artist,6,portrait,11,High_Renaissance,1382,1710,RGB
53175,0,Unknown Artist,2,genre_painting,4,Baroque,2075,1382,RGB
56983,77,titian,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1749,RGB
73977,0,Unknown Artist,10,Unknown Genre,4,Baroque,2263,1382,RGB
49437,0,Unknown Artist,6,portrait,22,Rococo,1382,1775,RGB
40473,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1382,1817,RGB
28884,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1382,3078,RGB
43987,0,Unknown Artist,7,religious_painting,22,Rococo,1382,2068,RGB
64076,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,2679,RGB
61963,0,Unknown Artist,8,sketch_and_study,4,Baroque,1382,1890,RGB
51697,0,Unknown Artist,2,genre_painting,22,Rococo,1988,1382,RGB
49582,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,1382,2404,RGB
52327,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,3204,1382,RGB
28150,61,bartolome-esteban-murillo,7,religious_painting,4,Baroque,2073,1382,RGB
42555,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1937,1382,RGB
10070,25,albrecht-durer,6,portrait,17,Northern_Renaissance,1382,1939,RGB
41181,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1714,RGB
46164,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1876,RGB
35403,110,joseph-wright,6,portrait,22,Rococo,1382,1765,RGB
51930,23,hieronymus-bosch,7,religious_painting,17,Northern_Renaissance,1382,1713,RGB
49917,23,hieronymus-bosch,7,religious_painting,17,Northern_Renaissance,1382,4295,RGB
75499,0,Unknown Artist,10,Unknown Genre,22,Rococo,1382,1625,RGB
24590,29,lucas-cranach-the-elder,7,religious_painting,17,Northern_Renaissance,1520,1382,RGB
78617,0,Unknown Artist,10,Unknown Genre,4,Baroque,1382,1897,RGB
24755,0,Unknown Artist,2,genre_painting,4,Baroque,2068,1382,RGB
70404,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1382,1881,RGB
51928,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1743,RGB
25932,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1677,RGB
56683,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,2162,RGB
37471,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1656,RGB
25872,0,Unknown Artist,9,still_life,22,Rococo,1687,1382,RGB
44400,103,hans-memling,6,portrait,17,Northern_Renaissance,1382,2154,RGB
56819,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1822,RGB
25982,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1659,RGB
65804,77,titian,6,portrait,13,Mannerism_Late_Renaissance,1382,1785,RGB
32748,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1799,RGB
18117,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1788,RGB
56897,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,2040,RGB
62308,87,michelangelo,8,sketch_and_study,11,High_Renaissance,1619,1381,RGB
75641,0,Unknown Artist,10,Unknown Genre,22,Rococo,1735,1382,RGB
37517,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1961,RGB
45947,126,thomas-gainsborough,6,portrait,22,Rococo,1736,1382,RGB
32261,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,3838,1382,RGB
25896,126,thomas-gainsborough,6,portrait,22,Rococo,1381,1721,RGB
51574,24,leonardo-da-vinci,8,sketch_and_study,11,High_Renaissance,1816,1382,RGB
55134,0,Unknown Artist,2,genre_painting,22,Rococo,1680,1382,RGB
46288,77,titian,6,portrait,13,Mannerism_Late_Renaissance,1382,1752,RGB
45077,114,anthony-van-dyck,6,portrait,4,Baroque,1382,1690,RGB
21917,0,Unknown Artist,6,portrait,22,Rococo,1382,1758,RGB
27847,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,2703,1382,RGB
29811,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,2634,RGB
63132,0,Unknown Artist,6,portrait,22,Rococo,1382,1684,RGB
65935,83,joshua-reynolds,6,portrait,22,Rococo,1382,1791,RGB
35510,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,1389,1382,RGB
7162,20,rembrandt,6,portrait,4,Baroque,1382,1661,RGB
41631,0,Unknown Artist,6,portrait,4,Baroque,1382,1877,RGB
27809,114,anthony-van-dyck,7,religious_painting,4,Baroque,1382,1593,RGB
39513,0,Unknown Artist,8,sketch_and_study,22,Rococo,1382,2007,RGB
19342,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1382,1496,RGB
49517,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1677,RGB
54043,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1625,RGB
46281,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1382,1382,RGB
26329,116,frans-hals,6,portrait,4,Baroque,1382,1612,RGB
28811,0,Unknown Artist,1,cityscape,22,Rococo,1764,1382,RGB
13294,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1858,1382,RGB
46933,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,2146,1382,RGB
62153,24,leonardo-da-vinci,8,sketch_and_study,11,High_Renaissance,1382,1477,RGB
49571,77,titian,7,religious_painting,11,High_Renaissance,1382,3272,RGB
73242,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,1776,RGB
31431,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1630,RGB
33149,69,raphael,7,religious_painting,11,High_Renaissance,1382,1851,RGB
37604,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1659,RGB
56469,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,2050,1382,RGB
7269,25,albrecht-durer,6,portrait,17,Northern_Renaissance,1382,1862,RGB
64667,0,Unknown Artist,6,portrait,8,Early_Renaissance,1382,1959,RGB
55779,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1896,RGB
55944,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,1877,RGB
24904,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,1442,1382,RGB
20407,0,Unknown Artist,2,genre_painting,4,Baroque,1381,1769,RGB
65326,77,titian,6,portrait,11,High_Renaissance,1382,1633,RGB
7434,20,rembrandt,2,genre_painting,4,Baroque,1382,2145,RGB
27103,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1990,RGB
62128,24,leonardo-da-vinci,8,sketch_and_study,11,High_Renaissance,1382,1811,RGB
47498,69,raphael,7,religious_painting,11,High_Renaissance,1382,1827,RGB
55810,0,Unknown Artist,7,religious_painting,22,Rococo,1382,1868,RGB
56856,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,2445,1382,RGB
37806,0,Unknown Artist,3,illustration,8,Early_Renaissance,1382,2139,RGB
40078,67,tintoretto,6,portrait,13,Mannerism_Late_Renaissance,1382,1951,RGB
6694,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,2340,RGB
56826,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1677,RGB
72810,0,Unknown Artist,10,Unknown Genre,4,Baroque,1573,1382,RGB
56235,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1698,RGB
72109,0,Unknown Artist,10,Unknown Genre,11,High_Renaissance,1982,1382,RGB
56727,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1575,1382,RGB
355,20,rembrandt,6,portrait,4,Baroque,1694,1382,RGB
27990,0,Unknown Artist,8,sketch_and_study,8,Early_Renaissance,2026,1382,RGB
5166,25,albrecht-durer,8,sketch_and_study,17,Northern_Renaissance,1382,1762,RGB
24353,0,Unknown Artist,6,portrait,22,Rococo,1382,1679,RGB
22151,0,Unknown Artist,6,portrait,11,High_Renaissance,1382,1641,RGB
25317,0,Unknown Artist,2,genre_painting,11,High_Renaissance,1382,1699,RGB
20746,69,raphael,7,religious_painting,11,High_Renaissance,1382,1876,RGB
48900,24,leonardo-da-vinci,7,religious_painting,8,Early_Renaissance,6072,1382,RGB
63487,0,Unknown Artist,6,portrait,22,Rococo,1382,1755,RGB
30641,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1992,RGB
70828,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,2106,RGB
78700,0,Unknown Artist,10,Unknown Genre,4,Baroque,1768,1382,RGB
50311,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1473,RGB
42388,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1616,RGB
41641,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1897,RGB
55339,0,Unknown Artist,2,genre_painting,13,Mannerism_Late_Renaissance,1617,1382,RGB
51180,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1753,RGB
55647,80,peter-paul-rubens,7,religious_painting,4,Baroque,1382,1869,RGB
56579,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1381,2116,RGB
27680,0,Unknown Artist,7,religious_painting,4,Baroque,1382,2063,RGB
23069,103,hans-memling,7,religious_painting,17,Northern_Renaissance,1382,2474,RGB
65942,83,joshua-reynolds,6,portrait,22,Rococo,1382,1791,RGB
55758,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1399,1382,RGB
71002,0,Unknown Artist,10,Unknown Genre,4,Baroque,1382,1689,RGB
33527,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1780,1382,RGB
47351,24,leonardo-da-vinci,8,sketch_and_study,8,Early_Renaissance,2407,1382,RGB
48260,77,titian,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1809,RGB
25088,121,el-greco,6,portrait,13,Mannerism_Late_Renaissance,1382,1788,RGB
38283,24,leonardo-da-vinci,8,sketch_and_study,11,High_Renaissance,2069,1382,RGB
17979,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1959,RGB
25458,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1922,RGB
44574,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1817,RGB
70344,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,2030,RGB
28215,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1962,RGB
27923,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,1700,RGB
55743,69,raphael,7,religious_painting,11,High_Renaissance,1382,1659,RGB
28715,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1909,RGB
56030,0,Unknown Artist,7,religious_painting,4,Baroque,1382,2084,RGB
75674,0,Unknown Artist,10,Unknown Genre,4,Baroque,1860,1382,RGB
56275,87,michelangelo,7,religious_painting,11,High_Renaissance,2469,1382,RGB
25940,87,michelangelo,8,sketch_and_study,11,High_Renaissance,1382,1980,RGB
54961,77,titian,2,genre_painting,11,High_Renaissance,1385,1382,RGB
58290,0,Unknown Artist,1,cityscape,13,Mannerism_Late_Renaissance,1856,1382,RGB
80517,0,Unknown Artist,10,Unknown Genre,8,Early_Renaissance,1382,2969,RGB
38214,125,jacob-jordaens,7,religious_painting,4,Baroque,1382,2073,RGB
68273,0,Unknown Artist,10,Unknown Genre,4,Baroque,2179,1382,RGB
41696,61,bartolome-esteban-murillo,2,genre_painting,4,Baroque,1382,1729,RGB
57132,61,bartolome-esteban-murillo,7,religious_painting,4,Baroque,1382,1849,RGB
27026,126,thomas-gainsborough,6,portrait,22,Rococo,1382,1655,RGB
55964,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,2571,1382,RGB
33993,0,Unknown Artist,2,genre_painting,22,Rococo,1382,1597,RGB
55410,114,anthony-van-dyck,2,genre_painting,4,Baroque,1682,1382,RGB
81141,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1842,1382,RGB
20350,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1689,RGB
50840,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,3571,1382,RGB
55971,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1856,RGB
76754,0,Unknown Artist,10,Unknown Genre,22,Rococo,1382,1802,RGB
17963,25,albrecht-durer,6,portrait,17,Northern_Renaissance,1382,1757,RGB
20486,0,Unknown Artist,2,genre_painting,4,Baroque,1619,1382,RGB
53002,61,bartolome-esteban-murillo,7,religious_painting,4,Baroque,1382,2197,RGB
32464,67,tintoretto,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1858,RGB
25145,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,2002,RGB
54109,0,Unknown Artist,2,genre_painting,4,Baroque,1382,1909,RGB
55708,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1400,RGB
29458,0,Unknown Artist,6,portrait,17,Northern_Renaissance,1382,1867,RGB
78508,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,1977,RGB
11955,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1412,1382,RGB
46835,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,2128,RGB
48011,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1445,1382,RGB
56447,87,michelangelo,7,religious_painting,11,High_Renaissance,1382,1406,RGB
34647,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1789,RGB
56038,0,Unknown Artist,7,religious_painting,4,Baroque,1699,1382,RGB
56943,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1397,1382,RGB
12172,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1934,RGB
24903,126,thomas-gainsborough,6,portrait,22,Rococo,1382,1673,RGB
30364,58,pietro-perugino,7,religious_painting,8,Early_Renaissance,1382,3469,RGB
19320,0,Unknown Artist,2,genre_painting,22,Rococo,1625,1382,RGB
18061,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,1442,RGB
78478,0,Unknown Artist,10,Unknown Genre,13,Mannerism_Late_Renaissance,1382,1799,RGB
23751,116,frans-hals,6,portrait,4,Baroque,1382,1663,RGB
41092,126,thomas-gainsborough,2,genre_painting,22,Rococo,1780,1382,RGB
34630,80,peter-paul-rubens,6,portrait,4,Baroque,1382,1679,RGB
24756,80,peter-paul-rubens,8,sketch_and_study,4,Baroque,1382,1998,RGB
31713,0,Unknown Artist,5,nude_painting,13,Mannerism_Late_Renaissance,1382,1963,RGB
11647,25,albrecht-durer,2,genre_painting,17,Northern_Renaissance,1382,1738,RGB
65540,0,Unknown Artist,6,portrait,4,Baroque,1382,1969,RGB
18004,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1685,RGB
33704,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1382,2909,RGB
45887,125,jacob-jordaens,7,religious_painting,4,Baroque,1382,2121,RGB
43743,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1867,1382,RGB
21381,0,Unknown Artist,6,portrait,22,Rococo,1382,2382,RGB
80039,0,Unknown Artist,10,Unknown Genre,22,Rococo,1382,1554,RGB
69768,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,2026,RGB
65694,82,paolo-veronese,6,portrait,13,Mannerism_Late_Renaissance,1382,1853,RGB
39646,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,3340,RGB
49294,103,hans-memling,7,religious_painting,17,Northern_Renaissance,1382,1925,RGB
40956,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1393,1382,RGB
10909,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,2113,RGB
28993,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1653,RGB
41540,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,2991,1382,RGB
48847,0,Unknown Artist,8,sketch_and_study,17,Northern_Renaissance,2124,1382,RGB
35147,82,paolo-veronese,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1665,RGB
18187,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1420,RGB
71572,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,1890,RGB
25780,0,Unknown Artist,7,religious_painting,4,Baroque,1382,1905,RGB
56379,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1833,1382,RGB
18090,25,albrecht-durer,6,portrait,17,Northern_Renaissance,1382,1874,RGB
75705,0,Unknown Artist,10,Unknown Genre,4,Baroque,1428,1382,RGB
3813,20,rembrandt,6,portrait,4,Baroque,1382,1749,RGB
55679,87,michelangelo,7,religious_painting,11,High_Renaissance,1983,1382,RGB
22790,103,hans-memling,7,religious_painting,17,Northern_Renaissance,1382,4519,RGB
22544,103,hans-memling,7,religious_painting,17,Northern_Renaissance,2824,1382,RGB
55867,0,Unknown Artist,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1681,RGB
44946,0,Unknown Artist,6,portrait,8,Early_Renaissance,1382,1796,RGB
628,20,rembrandt,2,genre_painting,4,Baroque,1381,1613,RGB
43445,0,Unknown Artist,6,portrait,17,Northern_Renaissance,1382,2002,RGB
25981,0,Unknown Artist,6,portrait,13,Mannerism_Late_Renaissance,1382,1768,RGB
56520,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1922,RGB
10803,20,rembrandt,2,genre_painting,4,Baroque,1994,1382,RGB
46361,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,3282,RGB
61479,0,Unknown Artist,9,still_life,13,Mannerism_Late_Renaissance,1382,1823,RGB
55954,0,Unknown Artist,7,religious_painting,8,Early_Renaissance,1382,1624,RGB
80525,0,Unknown Artist,10,Unknown Genre,8,Early_Renaissance,1382,1382,RGB
49259,61,bartolome-esteban-murillo,7,religious_painting,4,Baroque,1382,2026,RGB
71898,0,Unknown Artist,10,Unknown Genre,22,Rococo,1382,1855,RGB
53599,0,Unknown Artist,2,genre_painting,22,Rococo,1382,1825,RGB
56164,0,Unknown Artist,7,religious_painting,11,High_Renaissance,1673,1382,RGB
42419,0,Unknown Artist,6,portrait,22,Rococo,1382,1678,RGB
22499,58,pietro-perugino,7,religious_painting,11,High_Renaissance,1422,1382,RGB
62976,0,Unknown Artist,6,portrait,22,Rococo,1382,1627,RGB
53972,0,Unknown Artist,2,genre_painting,22,Rococo,1765,1382,RGB
72254,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1382,3155,RGB
45167,0,Unknown Artist,7,religious_painting,17,Northern_Renaissance,1382,1922,RGB
57079,38,fra-angelico,7,religious_painting,8,Early_Renaissance,1382,2288,RGB
40302,0,Unknown Artist,6,portrait,11,High_Renaissance,1382,1886,RGB
19413,38,fra-angelico,7,religious_painting,8,Early_Renaissance,2326,1382,RGB
50604,121,el-greco,7,religious_painting,13,Mannerism_Late_Renaissance,1382,1826,RGB
12948,25,albrecht-durer,3,illustration,17,Northern_Renaissance,1382,1842,RGB
55939,0,Unknown Artist,7,religious_painting,22,Rococo,1688,1382,RGB
