idx,artist_id,artist_name,genre_id,genre_name,style_id,style_name,width,height,image_mode
240,13,martiros-saryan,4,landscape,9,Expressionism,1981,1382,RGB
241,6,eugene-boudin,4,landscape,12,Impressionism,2082,1382,RGB
242,4,claude-monet,1,cityscape,12,Impressionism,1382,2140,RGB
243,10,ivan-shishkin,4,landscape,21,Realism,1382,1792,RGB
244,17,pierre-auguste-renoir,6,portrait,12,Impressionism,1382,2046,RGB
245,14,nicholas-roerich,10,Unknown Genre,3,Art_Nouveau,1949,1382,RGB
246,3,childe-hassam,4,landscape,12,Impressionism,1382,1503,RGB
247,22,vincent-van-gogh,10,Unknown Genre,20,Post_Impressionism,1382,1813,RGB
248,14,nicholas-roerich,4,landscape,24,Symbolism,1863,1382,RGB
249,1,boris-kustodiev,8,sketch_and_study,21,Realism,2207,1382,RGB
250,22,vincent-van-gogh,8,sketch_and_study,21,Realism,1680,1382,RGB
251,14,nicholas-roerich,9,still_life,21,Realism,1382,2041,RGB
252,4,claude-monet,4,landscape,12,Impressionism,1818,1382,RGB
253,17,pierre-auguste-renoir,5,nude_painting,12,Impressionism,1714,1382,RGB
254,18,pyotr-konchalovsky,4,landscape,20,Post_Impressionism,1382,1766,RGB
255,17,pierre-auguste-renoir,5,nude_painting,12,Impressionism,1382,2079,RGB
256,7,gustave-dore,3,illustration,23,Romanticism,1382,1818,RGB
257,14,nicholas-roerich,2,genre_painting,3,Art_Nouveau,2485,1382,RGB
258,22,vincent-van-gogh,8,sketch_and_study,20,Post_Impressionism,1790,1382,RGB
259,13,martiros-saryan,10,Unknown Genre,10,Fauvism,2699,1382,RGB
260,15,pablo-picasso,9,still_life,2,Analytical_Cubism,1382,2049,RGB
261,11,john-singer-sargent,4,landscape,12,Impressionism,1755,1382,RGB
262,21,salvador-dali,7,religious_painting,0,Abstract_Expressionism,1382,2085,RGB
263,1,boris-kustodiev,8,sketch_and_study,21,Realism,1382,1604,RGB
264,4,claude-monet,1,cityscape,12,Impressionism,1858,1382,RGB
265,17,pierre-auguste-renoir,4,landscape,12,Impressionism,1752,1382,RGB
266,6,eugene-boudin,4,landscape,12,Impressionism,1986,1382,RGB
267,4,claude-monet,4,landscape,12,Impressionism,2108,1382,RGB
268,7,gustave-dore,7,religious_painting,23,Romanticism,1518,1382,RGB
269,17,pierre-auguste-renoir,5,nude_painting,12,Impressionism,1382,1772,RGB
270,8,ilya-repin,6,portrait,21,Realism,1382,1704,RGB
271,22,vincent-van-gogh,2,genre_painting,21,Realism,1958,1382,RGB
272,7,gustave-dore,3,illustration,23,Romanticism,1382,1929,RGB
273,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1677,RGB
274,22,vincent-van-gogh,8,sketch_and_study,21,Realism,1382,1773,RGB
275,11,john-singer-sargent,6,portrait,21,Realism,1382,2139,RGB
276,8,ilya-repin,6,portrait,21,Realism,1382,1927,RGB
277,4,claude-monet,4,landscape,12,Impressionism,1836,1382,RGB
278,22,vincent-van-gogh,8,sketch_and_study,20,Post_Impressionism,1734,1382,RGB
279,4,claude-monet,4,landscape,12,Impressionism,1875,1382,RGB
280,18,pyotr-konchalovsky,6,portrait,20,Post_Impressionism,1382,1558,RGB
281,17,pierre-auguste-renoir,2,genre_painting,12,Impressionism,1676,1382,RGB
282,14,nicholas-roerich,4,landscape,24,Symbolism,1768,1382,RGB
283,19,raphael-kirchner,10,Unknown Genre,3,Art_Nouveau,1382,2093,RGB
284,4,claude-monet,4,landscape,12,Impressionism,1891,1381,RGB
285,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,2269,1382,RGB
286,20,rembrandt,7,religious_painting,4,Baroque,1382,1699,RGB
287,12,marc-chagall,2,genre_painting,9,Expressionism,1997,1382,RGB
288,17,pierre-auguste-renoir,6,portrait,12,Impressionism,1382,1657,RGB
289,17,pierre-auguste-renoir,6,portrait,12,Impressionism,1382,1690,RGB
290,4,claude-monet,10,Unknown Genre,12,Impressionism,2807,1382,RGB
291,1,boris-kustodiev,2,genre_painting,3,Art_Nouveau,2162,1382,RGB
292,22,vincent-van-gogh,8,sketch_and_study,20,Post_Impressionism,2264,1382,RGB
293,15,pablo-picasso,9,still_life,7,Cubism,1382,2002,RGB
294,22,vincent-van-gogh,2,genre_painting,21,Realism,1382,2194,RGB
295,8,ilya-repin,6,portrait,21,Realism,1382,1828,RGB
296,3,childe-hassam,10,Unknown Genre,12,Impressionism,1382,1644,RGB
297,1,boris-kustodiev,6,portrait,21,Realism,1382,1632,RGB
298,18,pyotr-konchalovsky,1,cityscape,20,Post_Impressionism,1758,1382,RGB
299,15,pablo-picasso,5,nude_painting,9,Expressionism,1778,1382,RGB
300,22,vincent-van-gogh,6,portrait,21,Realism,1382,3098,RGB
301,22,vincent-van-gogh,8,sketch_and_study,21,Realism,1382,1488,RGB
302,15,pablo-picasso,9,still_life,2,Analytical_Cubism,1382,1708,RGB
303,12,marc-chagall,6,portrait,7,Cubism,1382,1637,RGB
304,21,salvador-dali,10,Unknown Genre,24,Symbolism,1382,1880,RGB
305,10,ivan-shishkin,4,landscape,21,Realism,1985,1382,RGB
306,22,vincent-van-gogh,6,portrait,21,Realism,1382,1921,RGB
307,4,claude-monet,10,Unknown Genre,12,Impressionism,1761,1382,RGB
308,22,vincent-van-gogh,8,sketch_and_study,21,Realism,1382,2382,RGB
309,17,pierre-auguste-renoir,2,genre_painting,12,Impressionism,1382,1682,RGB
310,19,raphael-kirchner,2,genre_painting,3,Art_Nouveau,1382,2506,RGB
311,19,raphael-kirchner,10,Unknown Genre,3,Art_Nouveau,1382,2164,RGB
312,18,pyotr-konchalovsky,9,still_life,21,Realism,1538,1381,RGB
313,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,2194,1382,RGB
314,21,salvador-dali,7,religious_painting,24,Symbolism,1382,1852,RGB
315,15,pablo-picasso,9,still_life,2,Analytical_Cubism,1382,1968,RGB
316,22,vincent-van-gogh,8,sketch_and_study,21,Realism,1382,2467,RGB
317,7,gustave-dore,7,religious_painting,23,Romanticism,1382,1892,RGB
318,5,edgar-degas,2,genre_painting,12,Impressionism,1682,1382,RGB
319,7,gustave-dore,7,religious_painting,23,Romanticism,1382,1888,RGB
320,17,pierre-auguste-renoir,10,Unknown Genre,12,Impressionism,1382,1492,RGB
321,11,john-singer-sargent,2,genre_painting,12,Impressionism,1442,1382,RGB
322,20,rembrandt,7,religious_painting,4,Baroque,1915,1382,RGB
323,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1922,1382,RGB
324,22,vincent-van-gogh,8,sketch_and_study,21,Realism,2258,1382,RGB
325,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1998,1382,RGB
326,14,nicholas-roerich,4,landscape,24,Symbolism,2657,1382,RGB
327,6,eugene-boudin,2,genre_painting,12,Impressionism,1382,1820,RGB
328,4,claude-monet,2,genre_painting,12,Impressionism,1863,1382,RGB
329,1,boris-kustodiev,10,Unknown Genre,21,Realism,1382,1804,RGB
330,16,paul-cezanne,4,landscape,23,Romanticism,1774,1382,RGB
331,15,pablo-picasso,6,portrait,7,Cubism,1382,2214,RGB
332,14,nicholas-roerich,7,religious_painting,24,Symbolism,2189,1382,RGB
333,11,john-singer-sargent,6,portrait,21,Realism,1382,2764,RGB
334,22,vincent-van-gogh,6,portrait,21,Realism,1381,2319,RGB
335,12,marc-chagall,8,sketch_and_study,15,Naive_Art_Primitivism,1382,1599,RGB
336,22,vincent-van-gogh,2,genre_painting,21,Realism,1837,1382,RGB
337,25,albrecht-durer,7,religious_painting,17,Northern_Renaissance,1382,1751,RGB
338,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1425,1382,RGB
339,22,vincent-van-gogh,6,portrait,21,Realism,1382,2647,RGB
340,14,nicholas-roerich,8,sketch_and_study,3,Art_Nouveau,1797,1382,RGB
341,6,eugene-boudin,2,genre_painting,21,Realism,2071,1382,RGB
342,9,ivan-aivazovsky,10,Unknown Genre,23,Romanticism,1879,1382,RGB
343,18,pyotr-konchalovsky,4,landscape,20,Post_Impressionism,1878,1381,RGB
344,4,claude-monet,4,landscape,12,Impressionism,1753,1382,RGB
345,22,vincent-van-gogh,10,Unknown Genre,20,Post_Impressionism,1382,1950,RGB
346,3,childe-hassam,4,landscape,12,Impressionism,2163,1382,RGB
347,15,pablo-picasso,6,portrait,21,Realism,1382,1654,RGB
348,14,nicholas-roerich,4,landscape,24,Symbolism,2078,1382,RGB
349,0,Unknown Artist,10,Unknown Genre,17,Northern_Renaissance,1523,1382,RGB
350,16,paul-cezanne,6,portrait,20,Post_Impressionism,1382,1952,RGB
351,20,rembrandt,10,Unknown Genre,4,Baroque,1382,1694,RGB
352,18,pyotr-konchalovsky,2,genre_painting,20,Post_Impressionism,1703,1382,RGB
353,14,nicholas-roerich,2,genre_painting,3,Art_Nouveau,1382,1429,RGB
354,18,pyotr-konchalovsky,9,still_life,20,Post_Impressionism,1797,1382,RGB
355,20,rembrandt,6,portrait,4,Baroque,1694,1382,RGB
356,5,edgar-degas,10,Unknown Genre,12,Impressionism,1382,1903,RGB
357,11,john-singer-sargent,6,portrait,21,Realism,2614,1382,RGB
358,8,ilya-repin,6,portrait,21,Realism,1382,1930,RGB
