source_style,target_style,similarity,source_idx,target_idx,source_artist,target_artist,source_genre,target_genre
High_Renaissance,Mannerism_Late_Renaissance,0.8897733688354492,22541,55726,raphael,tintoretto,religious_painting,religious_painting
Northern_Renaissance,High_Renaissance,0.8471982479095459,30772,49965,Unknown Artist,Unknown Artist,portrait,portrait
Early_Renaissance,High_Renaissance,0.9033628106117249,22603,45028,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Northern_Renaissance,Mannerism_Late_Renaissance,0.8974580764770508,56458,23384,Unknown Artist,paolo-veronese,religious_painting,religious_painting
High_Renaissance,Baroque,0.8456637263298035,40689,657,leonardo-da-vinci,rembrandt,sketch_and_study,religious_painting
High_Renaissance,Northern_Renaissance,0.8648552298545837,32099,31078,Unknown Artist,hans-holbein-the-younger,portrait,portrait
Baroque,Rococo,0.8554628491401672,62963,64205,joshua-reynolds,Unknown Artist,portrait,portrait
Early_Renaissance,High_Renaissance,0.8950555324554443,61990,42778,Unknown Artist,michelangelo,sketch_and_study,sketch_and_study
Baroque,Rococo,0.845227062702179,62963,74558,joshua-reynolds,Unknown Artist,portrait,Unknown Genre
Mannerism_Late_Renaissance,Baroque,0.8304644823074341,51180,11963,Unknown Artist,rembrandt,portrait,portrait
High_Renaissance,Northern_Renaissance,0.7915900349617004,27917,66289,Unknown Artist,Unknown Artist,religious_painting,portrait
Northern_Renaissance,High_Renaissance,0.8268479108810425,23708,52847,hans-holbein-the-younger,titian,portrait,portrait
Early_Renaissance,Northern_Renaissance,0.8630667924880981,56569,56799,fra-angelico,Unknown Artist,religious_painting,religious_painting
Mannerism_Late_Renaissance,Baroque,0.7826921343803406,55339,28196,Unknown Artist,Unknown Artist,genre_painting,still_life
High_Renaissance,Northern_Renaissance,0.8507745862007141,37361,43033,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Mannerism_Late_Renaissance,Baroque,0.8793535828590393,37729,23143,el-greco,Unknown Artist,religious_painting,religious_painting
Early_Renaissance,High_Renaissance,0.8948079347610474,25709,56644,pietro-perugino,Unknown Artist,religious_painting,religious_painting
Northern_Renaissance,Mannerism_Late_Renaissance,0.823203980922699,73419,21678,Unknown Artist,tintoretto,Unknown Genre,portrait
High_Renaissance,Baroque,0.907096266746521,69747,78698,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre
High_Renaissance,Northern_Renaissance,0.8697487115859985,44131,7222,raphael,albrecht-durer,sketch_and_study,sketch_and_study
Early_Renaissance,High_Renaissance,0.8656907081604004,64667,46182,Unknown Artist,pietro-perugino,portrait,religious_painting
Baroque,Rococo,0.7374590039253235,62963,47146,joshua-reynolds,joshua-reynolds,portrait,portrait
Baroque,Rococo,0.8758573532104492,71631,51759,Unknown Artist,Unknown Artist,Unknown Genre,portrait
Early_Renaissance,Baroque,0.8191083669662476,29227,4521,Unknown Artist,rembrandt,religious_painting,portrait
Baroque,Rococo,0.8151075839996338,23320,38746,joshua-reynolds,Unknown Artist,portrait,portrait
Northern_Renaissance,Mannerism_Late_Renaissance,0.8326815366744995,44553,56453,lucas-cranach-the-elder,el-greco,religious_painting,religious_painting
High_Renaissance,Mannerism_Late_Renaissance,0.8736056089401245,67799,74002,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre
High_Renaissance,Baroque,0.836645245552063,79353,42572,Unknown Artist,Unknown Artist,Unknown Genre,landscape
Early_Renaissance,Northern_Renaissance,0.8892882466316223,56529,56031,Unknown Artist,hans-holbein-the-younger,religious_painting,religious_painting
Baroque,Rococo,0.8511044979095459,23086,28374,Unknown Artist,Unknown Artist,portrait,portrait
Northern_Renaissance,Mannerism_Late_Renaissance,0.8538891077041626,26814,40505,hans-holbein-the-younger,Unknown Artist,portrait,portrait
Early_Renaissance,High_Renaissance,0.8434193730354309,74826,55984,Unknown Artist,michelangelo,Unknown Genre,religious_painting
Early_Renaissance,High_Renaissance,0.8769316077232361,66265,21218,pietro-perugino,Unknown Artist,portrait,portrait
High_Renaissance,Northern_Renaissance,0.8717880249023438,56229,17976,titian,albrecht-durer,religious_painting,sketch_and_study
Northern_Renaissance,High_Renaissance,0.842039942741394,71413,74095,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre
Early_Renaissance,Northern_Renaissance,0.8379764556884766,62246,7807,Unknown Artist,albrecht-durer,sketch_and_study,sketch_and_study
Northern_Renaissance,Baroque,0.8140725493431091,41761,3011,Unknown Artist,rembrandt,portrait,portrait
Early_Renaissance,High_Renaissance,0.9258420467376709,35073,56970,fra-angelico,Unknown Artist,religious_painting,religious_painting
Baroque,Rococo,0.82949298620224,64962,25807,Unknown Artist,Unknown Artist,portrait,portrait
High_Renaissance,Northern_Renaissance,0.8738875389099121,56035,56460,titian,Unknown Artist,religious_painting,religious_painting
Northern_Renaissance,Baroque,0.8610729575157166,34684,39088,hieronymus-bosch,Unknown Artist,religious_painting,genre_painting
High_Renaissance,Mannerism_Late_Renaissance,0.8728069067001343,43350,64952,titian,Unknown Artist,portrait,portrait
Baroque,Rococo,0.796387255191803,27938,80106,Unknown Artist,Unknown Artist,still_life,Unknown Genre
Northern_Renaissance,Baroque,0.8315243124961853,21368,31729,Unknown Artist,Unknown Artist,landscape,landscape
Early_Renaissance,Northern_Renaissance,0.8302275538444519,56407,8111,Unknown Artist,albrecht-durer,religious_painting,religious_painting
Early_Renaissance,Northern_Renaissance,0.8371688723564148,56305,69585,fra-angelico,Unknown Artist,religious_painting,Unknown Genre
Early_Renaissance,Rococo,0.9275285601615906,61990,62243,Unknown Artist,Unknown Artist,sketch_and_study,sketch_and_study
Baroque,Rococo,0.8607087135314941,24879,34787,peter-paul-rubens,joshua-reynolds,portrait,portrait
Mannerism_Late_Renaissance,Baroque,0.8168119788169861,65336,17667,titian,rembrandt,portrait,portrait
Early_Renaissance,High_Renaissance,0.8044566512107849,57048,19141,Unknown Artist,Unknown Artist,religious_painting,portrait
High_Renaissance,Baroque,0.8658265471458435,46517,53175,titian,Unknown Artist,religious_painting,genre_painting
Northern_Renaissance,Mannerism_Late_Renaissance,0.9023867845535278,34406,56983,Unknown Artist,titian,religious_painting,religious_painting
Northern_Renaissance,Baroque,0.7637708187103271,81126,73977,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre
Baroque,Rococo,0.8186656832695007,64962,49437,Unknown Artist,Unknown Artist,portrait,portrait
Early_Renaissance,High_Renaissance,0.9225656986236572,56355,40473,Unknown Artist,pietro-perugino,religious_painting,religious_painting
Early_Renaissance,High_Renaissance,0.8989762663841248,19614,28884,pietro-perugino,pietro-perugino,religious_painting,religious_painting
Mannerism_Late_Renaissance,Rococo,0.8884599208831787,78453,43987,Unknown Artist,Unknown Artist,Unknown Genre,religious_painting
High_Renaissance,Mannerism_Late_Renaissance,0.8811470866203308,52847,64076,titian,Unknown Artist,portrait,portrait
High_Renaissance,Baroque,0.867523193359375,40689,61963,leonardo-da-vinci,Unknown Artist,sketch_and_study,sketch_and_study
Northern_Renaissance,Rococo,0.8601028919219971,27364,51697,Unknown Artist,Unknown Artist,genre_painting,genre_painting
Early_Renaissance,Mannerism_Late_Renaissance,0.9206157922744751,20738,49582,Unknown Artist,tintoretto,religious_painting,religious_painting
Mannerism_Late_Renaissance,Baroque,0.8710123300552368,76127,28150,Unknown Artist,bartolome-esteban-murillo,Unknown Genre,religious_painting
High_Renaissance,Northern_Renaissance,0.850640058517456,33881,10070,leonardo-da-vinci,albrecht-durer,sketch_and_study,portrait
Early_Renaissance,Northern_Renaissance,0.8563920855522156,36978,46164,fra-angelico,Unknown Artist,religious_painting,religious_painting
Baroque,Rococo,0.797752857208252,62963,35403,joshua-reynolds,joseph-wright,portrait,portrait
Early_Renaissance,Northern_Renaissance,0.8678781986236572,39075,51930,Unknown Artist,hieronymus-bosch,religious_painting,religious_painting
Early_Renaissance,Northern_Renaissance,0.8804370760917664,26778,49917,Unknown Artist,hieronymus-bosch,religious_painting,religious_painting
Baroque,Rococo,0.8108450770378113,6379,75499,rembrandt,Unknown Artist,Unknown Genre,Unknown Genre
Early_Renaissance,Northern_Renaissance,0.8490216732025146,54676,24590,Unknown Artist,lucas-cranach-the-elder,genre_painting,religious_painting
Mannerism_Late_Renaissance,Baroque,0.8985631465911865,50321,78617,tintoretto,Unknown Artist,religious_painting,Unknown Genre
High_Renaissance,Baroque,0.8327677249908447,27560,24755,Unknown Artist,Unknown Artist,religious_painting,genre_painting
Early_Renaissance,High_Renaissance,0.9007725715637207,46641,70404,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre
Early_Renaissance,High_Renaissance,0.9219033718109131,44276,51928,fra-angelico,Unknown Artist,religious_painting,religious_painting
Northern_Renaissance,High_Renaissance,0.8576824069023132,56332,25932,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Mannerism_Late_Renaissance,Baroque,0.8175961971282959,44982,37471,el-greco,Unknown Artist,religious_painting,genre_painting
Baroque,Rococo,0.8726547956466675,45817,25872,Unknown Artist,Unknown Artist,still_life,still_life
Early_Renaissance,Northern_Renaissance,0.8753232359886169,24719,44400,Unknown Artist,hans-memling,portrait,portrait
High_Renaissance,Mannerism_Late_Renaissance,0.8771593570709229,69785,56819,Unknown Artist,paolo-veronese,Unknown Genre,religious_painting
Northern_Renaissance,Mannerism_Late_Renaissance,0.8393691778182983,24282,25982,Unknown Artist,Unknown Artist,portrait,portrait
High_Renaissance,Mannerism_Late_Renaissance,0.8451100587844849,49965,65804,Unknown Artist,titian,portrait,portrait
Mannerism_Late_Renaissance,Baroque,0.8179656267166138,46766,32748,Unknown Artist,Unknown Artist,portrait,genre_painting
Early_Renaissance,Northern_Renaissance,0.8628578782081604,36175,18117,Unknown Artist,albrecht-durer,religious_painting,religious_painting
Early_Renaissance,High_Renaissance,0.9058975577354431,46903,56897,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Northern_Renaissance,High_Renaissance,0.8834971189498901,1906,62308,Unknown Artist,michelangelo,Unknown Genre,sketch_and_study
Baroque,Rococo,0.8758266568183899,71282,75641,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre
Baroque,Rococo,0.8675655126571655,62974,45947,Unknown Artist,thomas-gainsborough,portrait,portrait
Baroque,Rococo,0.8868758082389832,24579,25896,anthony-van-dyck,thomas-gainsborough,portrait,portrait
Early_Renaissance,High_Renaissance,0.8357129096984863,71452,51574,Unknown Artist,leonardo-da-vinci,Unknown Genre,sketch_and_study
Baroque,Rococo,0.8203070759773254,56163,55134,Unknown Artist,Unknown Artist,religious_painting,genre_painting
High_Renaissance,Mannerism_Late_Renaissance,0.8866068720817566,27927,46288,raphael,titian,portrait,portrait
Mannerism_Late_Renaissance,Baroque,0.8619884252548218,47089,45077,tintoretto,anthony-van-dyck,portrait,portrait
Baroque,Rococo,0.8612037897109985,769,21917,rembrandt,Unknown Artist,portrait,portrait
High_Renaissance,Northern_Renaissance,0.8683452606201172,27917,29811,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Baroque,Rococo,0.9081927537918091,41598,63132,Unknown Artist,Unknown Artist,portrait,portrait
Baroque,Rococo,0.818148672580719,71631,65935,Unknown Artist,joshua-reynolds,Unknown Genre,portrait
High_Renaissance,Mannerism_Late_Renaissance,0.874298632144928,19178,35510,Unknown Artist,paolo-veronese,religious_painting,religious_painting
Mannerism_Late_Renaissance,Baroque,0.861167848110199,42943,7162,Unknown Artist,rembrandt,portrait,portrait
High_Renaissance,Baroque,0.8729901313781738,68831,41631,Unknown Artist,Unknown Artist,Unknown Genre,portrait
Mannerism_Late_Renaissance,Baroque,0.8740997314453125,46959,27809,el-greco,anthony-van-dyck,religious_painting,religious_painting
Mannerism_Late_Renaissance,Rococo,0.8895688056945801,62523,39513,Unknown Artist,Unknown Artist,sketch_and_study,sketch_and_study
Early_Renaissance,High_Renaissance,0.9056393504142761,30376,19342,pietro-perugino,pietro-perugino,religious_painting,religious_painting
Northern_Renaissance,High_Renaissance,0.8962528705596924,56024,49517,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Mannerism_Late_Renaissance,Baroque,0.841002345085144,38333,54043,Unknown Artist,Unknown Artist,religious_painting,genre_painting
Early_Renaissance,High_Renaissance,0.818632185459137,49320,46281,Unknown Artist,pietro-perugino,portrait,religious_painting
Mannerism_Late_Renaissance,Baroque,0.8206844329833984,46766,26329,Unknown Artist,frans-hals,portrait,portrait
Baroque,Rococo,0.8832932710647583,78706,28811,Unknown Artist,Unknown Artist,Unknown Genre,cityscape
Early_Renaissance,Northern_Renaissance,0.8716579675674438,42094,13294,Unknown Artist,Unknown Artist,sketch_and_study,Unknown Genre
High_Renaissance,Mannerism_Late_Renaissance,0.9000933766365051,21160,46933,Unknown Artist,paolo-veronese,religious_painting,religious_painting
Early_Renaissance,High_Renaissance,0.9059366583824158,30562,62153,leonardo-da-vinci,leonardo-da-vinci,sketch_and_study,sketch_and_study
Early_Renaissance,High_Renaissance,0.8927246332168579,57028,49571,Unknown Artist,titian,religious_painting,religious_painting
Northern_Renaissance,Mannerism_Late_Renaissance,0.8803176879882812,81158,73242,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre
High_Renaissance,Mannerism_Late_Renaissance,0.9206861853599548,28669,31431,raphael,Unknown Artist,religious_painting,religious_painting
Early_Renaissance,High_Renaissance,0.9362868070602417,43726,33149,Unknown Artist,raphael,religious_painting,religious_painting
Early_Renaissance,Northern_Renaissance,0.8421617150306702,34865,7269,Unknown Artist,albrecht-durer,portrait,portrait
Northern_Renaissance,Mannerism_Late_Renaissance,0.924362063407898,44944,24904,Unknown Artist,paolo-veronese,religious_painting,religious_painting
High_Renaissance,Baroque,0.8388851881027222,47189,20407,titian,Unknown Artist,portrait,genre_painting
Northern_Renaissance,High_Renaissance,0.8041478395462036,37452,65326,Unknown Artist,titian,religious_painting,portrait
High_Renaissance,Baroque,0.913607120513916,26261,7434,Unknown Artist,rembrandt,sketch_and_study,genre_painting
Early_Renaissance,Northern_Renaissance,0.922365665435791,49002,27103,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Northern_Renaissance,High_Renaissance,0.860686719417572,8921,62128,albrecht-durer,leonardo-da-vinci,sketch_and_study,sketch_and_study
Northern_Renaissance,High_Renaissance,0.9020674824714661,11580,47498,albrecht-durer,raphael,religious_painting,religious_painting
Baroque,Rococo,0.8882940411567688,56746,55810,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Early_Renaissance,Mannerism_Late_Renaissance,0.8597761988639832,29714,56856,Unknown Artist,tintoretto,religious_painting,religious_painting
High_Renaissance,Mannerism_Late_Renaissance,0.8542735576629639,41661,40078,titian,tintoretto,portrait,portrait
High_Renaissance,Northern_Renaissance,0.7939134240150452,46816,6694,Unknown Artist,Unknown Artist,still_life,Unknown Genre
Early_Renaissance,Northern_Renaissance,0.9099896550178528,56716,56826,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Early_Renaissance,Baroque,0.8194999694824219,41065,72810,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre
Early_Renaissance,Northern_Renaissance,0.8709467649459839,36632,56235,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Early_Renaissance,High_Renaissance,0.8966513276100159,37577,72109,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre
High_Renaissance,Baroque,0.852354884147644,40689,355,leonardo-da-vinci,rembrandt,sketch_and_study,portrait
High_Renaissance,Northern_Renaissance,0.8397875428199768,48080,5166,Unknown Artist,albrecht-durer,religious_painting,sketch_and_study
Baroque,Rococo,0.8861187696456909,31050,24353,anthony-van-dyck,Unknown Artist,portrait,portrait
Early_Renaissance,High_Renaissance,0.8115612864494324,33893,22151,Unknown Artist,Unknown Artist,portrait,portrait
Early_Renaissance,High_Renaissance,0.910400390625,24831,25317,Unknown Artist,Unknown Artist,religious_painting,genre_painting
Early_Renaissance,High_Renaissance,0.9397388100624084,56355,20746,Unknown Artist,raphael,religious_painting,religious_painting
Baroque,Rococo,0.7985816597938538,63339,63487,Unknown Artist,Unknown Artist,portrait,portrait
Northern_Renaissance,Mannerism_Late_Renaissance,0.8968876600265503,34061,30641,Unknown Artist,el-greco,religious_painting,religious_painting
Northern_Renaissance,Mannerism_Late_Renaissance,0.9146776795387268,69071,70828,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre
Northern_Renaissance,Baroque,0.8580331206321716,61077,78700,Unknown Artist,Unknown Artist,landscape,Unknown Genre
High_Renaissance,Mannerism_Late_Renaissance,0.8255681991577148,79380,50311,Unknown Artist,Unknown Artist,Unknown Genre,portrait
Mannerism_Late_Renaissance,Baroque,0.8594873547554016,22880,42388,Unknown Artist,Unknown Artist,religious_painting,genre_painting
Early_Renaissance,Northern_Renaissance,0.8901879191398621,56569,41641,fra-angelico,Unknown Artist,religious_painting,religious_painting
High_Renaissance,Mannerism_Late_Renaissance,0.8477917909622192,76872,55339,Unknown Artist,Unknown Artist,Unknown Genre,genre_painting
High_Renaissance,Mannerism_Late_Renaissance,0.8261168599128723,65674,51180,titian,Unknown Artist,portrait,portrait
Mannerism_Late_Renaissance,Baroque,0.886029064655304,22428,55647,paolo-veronese,peter-paul-rubens,genre_painting,religious_painting
Northern_Renaissance,Mannerism_Late_Renaissance,0.8676691651344299,56873,56579,Unknown Artist,el-greco,religious_painting,religious_painting
Mannerism_Late_Renaissance,Baroque,0.9091868996620178,51500,27680,paolo-veronese,Unknown Artist,religious_painting,religious_painting
Early_Renaissance,Northern_Renaissance,0.833646833896637,44840,23069,Unknown Artist,hans-memling,portrait,religious_painting
Baroque,Rococo,0.8570976257324219,64962,65942,Unknown Artist,joshua-reynolds,portrait,portrait
Northern_Renaissance,Mannerism_Late_Renaissance,0.8673182129859924,30414,55758,Unknown Artist,el-greco,religious_painting,religious_painting
Northern_Renaissance,Baroque,0.7957230806350708,24282,71002,Unknown Artist,Unknown Artist,portrait,Unknown Genre
Early_Renaissance,High_Renaissance,0.8986247777938843,56018,33527,fra-angelico,Unknown Artist,religious_painting,religious_painting
High_Renaissance,Mannerism_Late_Renaissance,0.8980696201324463,55808,48260,Unknown Artist,titian,religious_painting,religious_painting
High_Renaissance,Mannerism_Late_Renaissance,0.8200154900550842,52764,25088,titian,el-greco,portrait,portrait
Northern_Renaissance,High_Renaissance,0.8785937428474426,7912,38283,albrecht-durer,leonardo-da-vinci,sketch_and_study,sketch_and_study
Early_Renaissance,Northern_Renaissance,0.8085855841636658,25828,17979,Unknown Artist,albrecht-durer,portrait,religious_painting
Early_Renaissance,High_Renaissance,0.9130119681358337,56604,25458,leonardo-da-vinci,Unknown Artist,religious_painting,religious_painting
High_Renaissance,Northern_Renaissance,0.9002158045768738,68996,70344,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre
Northern_Renaissance,High_Renaissance,0.902096152305603,32870,27923,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Early_Renaissance,High_Renaissance,0.9086548089981079,28215,55743,Unknown Artist,raphael,religious_painting,religious_painting
Northern_Renaissance,Mannerism_Late_Renaissance,0.9108706712722778,11580,28715,albrecht-durer,Unknown Artist,religious_painting,religious_painting
Mannerism_Late_Renaissance,Baroque,0.9151504635810852,56674,56030,el-greco,Unknown Artist,religious_painting,religious_painting
Mannerism_Late_Renaissance,Baroque,0.8897125124931335,23848,75674,paolo-veronese,Unknown Artist,religious_painting,Unknown Genre
Early_Renaissance,High_Renaissance,0.7212193012237549,56992,56275,Unknown Artist,michelangelo,religious_painting,religious_painting
Northern_Renaissance,High_Renaissance,0.8763486742973328,18062,25940,albrecht-durer,michelangelo,sketch_and_study,sketch_and_study
Early_Renaissance,High_Renaissance,0.8773447275161743,23959,54961,fra-angelico,titian,religious_painting,genre_painting
Early_Renaissance,Mannerism_Late_Renaissance,0.8332518339157104,19413,58290,fra-angelico,Unknown Artist,religious_painting,cityscape
Northern_Renaissance,Baroque,0.9110354781150818,49358,38214,Unknown Artist,jacob-jordaens,religious_painting,religious_painting
Northern_Renaissance,Baroque,0.8389438986778259,81126,68273,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre
High_Renaissance,Baroque,0.8453852534294128,37000,41696,Unknown Artist,bartolome-esteban-murillo,portrait,genre_painting
High_Renaissance,Baroque,0.911217212677002,52548,57132,Unknown Artist,bartolome-esteban-murillo,religious_painting,religious_painting
Baroque,Rococo,0.8476435542106628,62963,27026,joshua-reynolds,thomas-gainsborough,portrait,portrait
High_Renaissance,Northern_Renaissance,0.8360440731048584,75687,55964,Unknown Artist,Unknown Artist,Unknown Genre,religious_painting
Early_Renaissance,Rococo,0.8474879860877991,20435,33993,Unknown Artist,Unknown Artist,religious_painting,genre_painting
Mannerism_Late_Renaissance,Baroque,0.8122924566268921,56953,55410,paolo-veronese,anthony-van-dyck,religious_painting,genre_painting
Early_Renaissance,Northern_Renaissance,0.7831031084060669,55847,81141,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre
High_Renaissance,Mannerism_Late_Renaissance,0.8924297094345093,65576,20350,titian,Unknown Artist,portrait,portrait
Early_Renaissance,Mannerism_Late_Renaissance,0.9038017392158508,46903,50840,Unknown Artist,tintoretto,religious_painting,religious_painting
High_Renaissance,Mannerism_Late_Renaissance,0.9171419143676758,31767,55971,raphael,paolo-veronese,religious_painting,religious_painting
Mannerism_Late_Renaissance,Rococo,0.8655763268470764,35079,76754,tintoretto,Unknown Artist,religious_painting,Unknown Genre
Early_Renaissance,Northern_Renaissance,0.8223448991775513,63839,17963,Unknown Artist,albrecht-durer,portrait,portrait
Mannerism_Late_Renaissance,Baroque,0.7678424119949341,56953,20486,paolo-veronese,Unknown Artist,religious_painting,genre_painting
Mannerism_Late_Renaissance,Baroque,0.9104505777359009,48260,53002,titian,bartolome-esteban-murillo,religious_painting,religious_painting
High_Renaissance,Mannerism_Late_Renaissance,0.8954200148582458,55705,32464,Unknown Artist,tintoretto,religious_painting,religious_painting
High_Renaissance,Mannerism_Late_Renaissance,0.9157233834266663,56127,25145,raphael,Unknown Artist,religious_painting,religious_painting
Northern_Renaissance,Baroque,0.8160854578018188,22723,54109,Unknown Artist,Unknown Artist,portrait,genre_painting
Early_Renaissance,Northern_Renaissance,0.8421319127082825,56825,29458,Unknown Artist,Unknown Artist,religious_painting,portrait
Northern_Renaissance,Mannerism_Late_Renaissance,0.8417813181877136,18012,78508,albrecht-durer,Unknown Artist,portrait,Unknown Genre
High_Renaissance,Northern_Renaissance,0.8571017384529114,36610,11955,raphael,albrecht-durer,sketch_and_study,religious_painting
Early_Renaissance,Mannerism_Late_Renaissance,0.8854831457138062,32261,46835,Unknown Artist,Unknown Artist,religious_painting,religious_painting
Early_Renaissance,High_Renaissance,0.8880060911178589,46641,56447,Unknown Artist,michelangelo,religious_painting,religious_painting
Northern_Renaissance,Mannerism_Late_Renaissance,0.8304290771484375,35927,34647,Unknown Artist,Unknown Artist,portrait,portrait
Mannerism_Late_Renaissance,Baroque,0.8540788888931274,27334,56038,tintoretto,Unknown Artist,religious_painting,religious_painting
High_Renaissance,Northern_Renaissance,0.8744450807571411,56035,12172,titian,albrecht-durer,religious_painting,religious_painting
Baroque,Rococo,0.8677772283554077,23320,24903,joshua-reynolds,thomas-gainsborough,portrait,portrait
Baroque,Rococo,0.8534619212150574,31729,19320,Unknown Artist,Unknown Artist,landscape,genre_painting
